Season,Date,team
2007,"Saturday, April 07, 2007",DET
2007,"Sunday, April 08, 2007",DET
2007,"Monday, April 09, 2007",DET
2007,"Tuesday, April 10, 2007",DET
2007,"Wednesday, April 11, 2007",DET
2007,"Thursday, April 12, 2007",DET
2007,"Friday, April 13, 2007",DET
2007,"Saturday, April 14, 2007",DET
2007,"Sunday, April 15, 2007",DET
2007,"Monday, April 16, 2007",DET
2007,"Tuesday, April 17, 2007",DET
2007,"Wednesday, April 18, 2007",DET
2007,"Thursday, April 19, 2007",DET
2007,"Friday, April 20, 2007",DET
2007,"Saturday, April 21, 2007",DET
2007,"Sunday, April 22, 2007",DET
2007,"Monday, April 23, 2007",DET
2007,"Tuesday, April 24, 2007",DET
2007,"Wednesday, April 25, 2007",DET
2007,"Thursday, April 26, 2007",DET
2007,"Friday, April 27, 2007",DET
2007,"Saturday, April 28, 2007",DET
2007,"Sunday, April 29, 2007",DET
2007,"Monday, April 30, 2007",DET
2007,"Tuesday, May 01, 2007",DET
2007,"Wednesday, May 02, 2007",DET
2007,"Thursday, May 03, 2007",DET
2007,"Friday, May 04, 2007",DET
2007,"Saturday, May 05, 2007",DET
2007,"Sunday, May 06, 2007",DET
2007,"Monday, May 07, 2007",DET
2007,"Tuesday, May 08, 2007",DET
2007,"Wednesday, May 09, 2007",DET
2007,"Thursday, May 10, 2007",DET
2007,"Friday, May 11, 2007",DET
2007,"Saturday, May 12, 2007",DET
2007,"Sunday, May 13, 2007",DET
2007,"Monday, May 14, 2007",DET
2007,"Tuesday, May 15, 2007",DET
2007,"Wednesday, May 16, 2007",DET
2007,"Thursday, May 17, 2007",DET
2007,"Friday, May 18, 2007",DET
2007,"Saturday, May 19, 2007",DET
2007,"Sunday, May 20, 2007",DET
2007,"Monday, May 21, 2007",DET
2007,"Tuesday, May 22, 2007",DET
2007,"Wednesday, May 23, 2007",DET
2007,"Thursday, May 24, 2007",DET
2007,"Friday, May 25, 2007",DET
2007,"Saturday, May 26, 2007",DET
2007,"Sunday, May 27, 2007",DET
2007,"Monday, May 28, 2007",DET
2007,"Tuesday, May 29, 2007",DET
2007,"Wednesday, May 30, 2007",DET
2007,"Thursday, May 31, 2007",DET
2007,"Friday, June 01, 2007",DET
2007,"Saturday, June 02, 2007",DET
2007,"Sunday, June 03, 2007",DET
2007,"Monday, June 04, 2007",DET
2007,"Tuesday, June 05, 2007",DET
2007,"Wednesday, June 06, 2007",DET
2007,"Thursday, June 07, 2007",DET
2007,"Friday, June 08, 2007",DET
2007,"Saturday, June 09, 2007",DET
2007,"Sunday, June 10, 2007",DET
2007,"Monday, June 11, 2007",DET
2007,"Tuesday, June 12, 2007",DET
2007,"Wednesday, June 13, 2007",DET
2007,"Thursday, June 14, 2007",DET
2007,"Friday, June 15, 2007",DET
2007,"Saturday, June 16, 2007",DET
2007,"Sunday, June 17, 2007",DET
2007,"Monday, June 18, 2007",DET
2007,"Tuesday, June 19, 2007",DET
2007,"Wednesday, June 20, 2007",DET
2007,"Thursday, June 21, 2007",DET
2007,"Friday, June 22, 2007",DET
2007,"Saturday, June 23, 2007",DET
2007,"Sunday, June 24, 2007",DET
2007,"Monday, June 25, 2007",DET
2007,"Tuesday, June 26, 2007",DET
2007,"Wednesday, June 27, 2007",DET
2007,"Thursday, June 28, 2007",DET
2007,"Friday, June 29, 2007",DET
2007,"Saturday, June 30, 2007",DET
2007,"Sunday, July 01, 2007",DET
2007,"Monday, July 02, 2007",DET
2007,"Tuesday, July 03, 2007",DET
2007,"Wednesday, July 04, 2007",DET
2007,"Thursday, July 05, 2007",DET
2007,"Friday, July 06, 2007",DET
2007,"Saturday, July 07, 2007",DET
2007,"Sunday, July 08, 2007",DET
2007,"Monday, July 09, 2007",DET
2007,"Tuesday, July 10, 2007",DET
2007,"Wednesday, July 11, 2007",DET
2007,"Thursday, July 12, 2007",DET
2007,"Friday, July 13, 2007",DET
2007,"Saturday, July 14, 2007",DET
2007,"Sunday, July 15, 2007",DET
2007,"Monday, July 16, 2007",DET
2007,"Tuesday, July 17, 2007",DET
2007,"Wednesday, July 18, 2007",DET
2007,"Thursday, July 19, 2007",DET
2007,"Friday, July 20, 2007",DET
2007,"Saturday, July 21, 2007",DET
2007,"Sunday, July 22, 2007",DET
2007,"Monday, July 23, 2007",DET
2007,"Tuesday, July 24, 2007",DET
2007,"Wednesday, July 25, 2007",DET
2007,"Thursday, July 26, 2007",DET
2007,"Friday, July 27, 2007",DET
2007,"Saturday, July 28, 2007",DET
2007,"Sunday, July 29, 2007",DET
2007,"Monday, July 30, 2007",DET
2007,"Tuesday, July 31, 2007",DET
2007,"Wednesday, August 01, 2007",DET
2007,"Thursday, August 02, 2007",DET
2007,"Friday, August 03, 2007",DET
2007,"Saturday, August 04, 2007",DET
2007,"Sunday, August 05, 2007",DET
2007,"Monday, August 06, 2007",DET
2007,"Tuesday, August 07, 2007",DET
2007,"Wednesday, August 08, 2007",DET
2007,"Thursday, August 09, 2007",DET
2007,"Friday, August 10, 2007",DET
2007,"Saturday, August 11, 2007",DET
2007,"Sunday, August 12, 2007",DET
2007,"Monday, August 13, 2007",DET
2007,"Tuesday, August 14, 2007",DET
2007,"Wednesday, August 15, 2007",DET
2007,"Thursday, August 16, 2007",DET
2007,"Friday, August 17, 2007",DET
2007,"Saturday, August 18, 2007",DET
2007,"Sunday, August 19, 2007",DET
2007,"Monday, August 20, 2007",DET
2007,"Tuesday, August 21, 2007",DET
2007,"Wednesday, August 22, 2007",DET
2007,"Thursday, August 23, 2007",DET
2007,"Friday, August 24, 2007",DET
2007,"Saturday, August 25, 2007",DET
2007,"Sunday, August 26, 2007",DET
2007,"Monday, August 27, 2007",DET
2007,"Tuesday, August 28, 2007",DET
2007,"Wednesday, August 29, 2007",DET
2007,"Thursday, August 30, 2007",DET
2007,"Friday, August 31, 2007",DET
2007,"Saturday, September 01, 2007",DET
2007,"Sunday, September 02, 2007",DET
2007,"Monday, September 03, 2007",DET
2007,"Tuesday, September 04, 2007",DET
2007,"Wednesday, September 05, 2007",DET
2007,"Thursday, September 06, 2007",DET
2007,"Friday, September 07, 2007",DET
2007,"Saturday, September 08, 2007",DET
2007,"Sunday, September 09, 2007",DET
2007,"Monday, September 10, 2007",DET
2007,"Tuesday, September 11, 2007",DET
2007,"Wednesday, September 12, 2007",DET
2007,"Thursday, September 13, 2007",DET
2007,"Friday, September 14, 2007",DET
2007,"Saturday, September 15, 2007",DET
2007,"Sunday, September 16, 2007",DET
2007,"Monday, September 17, 2007",DET
2007,"Tuesday, September 18, 2007",DET
2007,"Wednesday, September 19, 2007",DET
2007,"Thursday, September 20, 2007",DET
2007,"Friday, September 21, 2007",DET
2007,"Saturday, September 22, 2007",DET
2007,"Sunday, September 23, 2007",DET
2007,"Monday, September 24, 2007",DET
2007,"Tuesday, September 25, 2007",DET
2007,"Wednesday, September 26, 2007",DET
2007,"Thursday, September 27, 2007",DET
2007,"Friday, September 28, 2007",DET
2007,"Saturday, September 29, 2007",DET
2007,"Sunday, September 30, 2007",DET
2007,"Monday, October 01, 2007",DET
2007,"Tuesday, October 02, 2007",DET
2007,"Wednesday, October 03, 2007",DET
2007,"Thursday, October 04, 2007",DET
2007,"Friday, October 05, 2007",DET
2007,"Saturday, October 06, 2007",DET
2007,"Sunday, October 07, 2007",DET
2007,"Monday, October 08, 2007",DET
2007,"Tuesday, October 09, 2007",DET
2007,"Wednesday, October 10, 2007",DET
2006,"Monday, March 20, 2006",DET
2006,"Tuesday, March 21, 2006",DET
2006,"Wednesday, March 22, 2006",DET
2006,"Thursday, March 23, 2006",DET
2006,"Friday, March 24, 2006",DET
2006,"Saturday, March 25, 2006",DET
2006,"Sunday, March 26, 2006",DET
2006,"Monday, March 27, 2006",DET
2006,"Tuesday, March 28, 2006",DET
2006,"Wednesday, March 29, 2006",DET
2006,"Thursday, March 30, 2006",DET
2006,"Friday, March 31, 2006",DET
2006,"Saturday, April 01, 2006",DET
2006,"Sunday, April 02, 2006",DET
2006,"Monday, April 03, 2006",DET
2006,"Tuesday, April 04, 2006",DET
2006,"Wednesday, April 05, 2006",DET
2006,"Thursday, April 06, 2006",DET
2006,"Friday, April 07, 2006",DET
2006,"Saturday, April 08, 2006",DET
2006,"Sunday, April 09, 2006",DET
2006,"Monday, April 10, 2006",DET
2006,"Tuesday, April 11, 2006",DET
2006,"Wednesday, April 12, 2006",DET
2006,"Thursday, April 13, 2006",DET
2006,"Friday, April 14, 2006",DET
2006,"Saturday, April 15, 2006",DET
2006,"Sunday, April 16, 2006",DET
2006,"Monday, April 17, 2006",DET
2006,"Tuesday, April 18, 2006",DET
2006,"Wednesday, April 19, 2006",DET
2006,"Thursday, April 20, 2006",DET
2006,"Friday, April 21, 2006",DET
2006,"Saturday, April 22, 2006",DET
2006,"Sunday, April 23, 2006",DET
2006,"Monday, April 24, 2006",DET
2006,"Tuesday, April 25, 2006",DET
2006,"Wednesday, April 26, 2006",DET
2006,"Thursday, April 27, 2006",DET
2006,"Friday, April 28, 2006",DET
2006,"Saturday, April 29, 2006",DET
2006,"Sunday, April 30, 2006",DET
2006,"Monday, May 01, 2006",DET
2006,"Tuesday, May 02, 2006",DET
2006,"Wednesday, May 03, 2006",DET
2006,"Thursday, May 04, 2006",DET
2006,"Friday, May 05, 2006",DET
2006,"Saturday, May 06, 2006",DET
2006,"Sunday, May 07, 2006",DET
2006,"Monday, May 08, 2006",DET
2006,"Tuesday, May 09, 2006",DET
2006,"Wednesday, May 10, 2006",DET
2006,"Thursday, May 11, 2006",DET
2006,"Friday, May 12, 2006",DET
2006,"Saturday, May 13, 2006",DET
2006,"Sunday, May 14, 2006",DET
2006,"Monday, May 15, 2006",DET
2006,"Tuesday, May 16, 2006",DET
2006,"Wednesday, May 17, 2006",DET
2006,"Thursday, May 18, 2006",DET
2006,"Friday, May 19, 2006",DET
2006,"Saturday, May 20, 2006",DET
2006,"Sunday, May 21, 2006",DET
2006,"Monday, May 22, 2006",DET
2006,"Tuesday, May 23, 2006",DET
2006,"Wednesday, May 24, 2006",DET
2006,"Thursday, May 25, 2006",DET
2006,"Friday, May 26, 2006",DET
2006,"Saturday, May 27, 2006",DET
2006,"Sunday, May 28, 2006",DET
2006,"Monday, May 29, 2006",DET
2006,"Tuesday, May 30, 2006",DET
2006,"Wednesday, May 31, 2006",DET
2006,"Thursday, June 01, 2006",DET
2006,"Friday, June 02, 2006",DET
2006,"Saturday, June 03, 2006",DET
2006,"Sunday, June 04, 2006",DET
2006,"Monday, June 05, 2006",DET
2006,"Tuesday, June 06, 2006",DET
2006,"Wednesday, June 07, 2006",DET
2006,"Thursday, June 08, 2006",DET
2006,"Friday, June 09, 2006",DET
2006,"Saturday, June 10, 2006",DET
2006,"Sunday, June 11, 2006",DET
2006,"Monday, June 12, 2006",DET
2006,"Tuesday, June 13, 2006",DET
2006,"Wednesday, June 14, 2006",DET
2006,"Thursday, June 15, 2006",DET
2006,"Friday, June 16, 2006",DET
2006,"Saturday, June 17, 2006",DET
2006,"Sunday, June 18, 2006",DET
2006,"Monday, June 19, 2006",DET
2006,"Tuesday, June 20, 2006",DET
2006,"Wednesday, June 21, 2006",DET
2006,"Thursday, June 22, 2006",DET
2006,"Friday, June 23, 2006",DET
2006,"Saturday, June 24, 2006",DET
2006,"Sunday, June 25, 2006",DET
2006,"Monday, June 26, 2006",DET
2006,"Tuesday, June 27, 2006",DET
2006,"Wednesday, June 28, 2006",DET
2006,"Thursday, June 29, 2006",DET
2006,"Friday, June 30, 2006",DET
2006,"Saturday, July 01, 2006",DET
2006,"Sunday, July 02, 2006",DET
2006,"Monday, July 03, 2006",DET
2006,"Tuesday, July 04, 2006",DET
2006,"Wednesday, July 05, 2006",DET
2006,"Thursday, July 06, 2006",DET
2006,"Friday, July 07, 2006",DET
2006,"Saturday, July 08, 2006",DET
2006,"Sunday, July 09, 2006",DET
2006,"Monday, July 10, 2006",DET
2006,"Tuesday, July 11, 2006",DET
2006,"Wednesday, July 12, 2006",DET
2006,"Thursday, July 13, 2006",DET
2006,"Friday, July 14, 2006",DET
2006,"Saturday, July 15, 2006",DET
2006,"Sunday, July 16, 2006",DET
2006,"Monday, July 17, 2006",DET
2006,"Tuesday, July 18, 2006",DET
2006,"Wednesday, July 19, 2006",DET
2006,"Thursday, July 20, 2006",DET
2006,"Friday, July 21, 2006",DET
2006,"Saturday, July 22, 2006",DET
2006,"Sunday, July 23, 2006",DET
2006,"Monday, July 24, 2006",DET
2006,"Tuesday, July 25, 2006",DET
2006,"Wednesday, July 26, 2006",DET
2006,"Thursday, July 27, 2006",DET
2006,"Friday, July 28, 2006",DET
2006,"Saturday, July 29, 2006",DET
2006,"Sunday, July 30, 2006",DET
2006,"Monday, July 31, 2006",DET
2006,"Tuesday, August 01, 2006",DET
2006,"Wednesday, August 02, 2006",DET
2006,"Thursday, August 03, 2006",DET
2006,"Friday, August 04, 2006",DET
2006,"Saturday, August 05, 2006",DET
2006,"Sunday, August 06, 2006",DET
2006,"Monday, August 07, 2006",DET
2006,"Tuesday, August 08, 2006",DET
2006,"Wednesday, August 09, 2006",DET
2006,"Thursday, August 10, 2006",DET
2006,"Friday, August 11, 2006",DET
2006,"Saturday, August 12, 2006",DET
2006,"Sunday, August 13, 2006",DET
2006,"Monday, August 14, 2006",DET
2006,"Tuesday, August 15, 2006",DET
2006,"Wednesday, August 16, 2006",DET
2006,"Thursday, August 17, 2006",DET
2006,"Friday, August 18, 2006",DET
2006,"Saturday, August 19, 2006",DET
2006,"Sunday, August 20, 2006",DET
2006,"Monday, August 21, 2006",DET
2006,"Tuesday, August 22, 2006",DET
2006,"Wednesday, August 23, 2006",DET
2006,"Thursday, August 24, 2006",DET
2006,"Friday, August 25, 2006",DET
2006,"Saturday, August 26, 2006",DET
2006,"Sunday, August 27, 2006",DET
2006,"Monday, August 28, 2006",DET
2006,"Tuesday, August 29, 2006",DET
2006,"Wednesday, August 30, 2006",DET
2006,"Thursday, August 31, 2006",DET
2006,"Friday, September 01, 2006",DET
2006,"Saturday, September 02, 2006",DET
2006,"Sunday, September 03, 2006",DET
2006,"Monday, September 04, 2006",DET
2006,"Tuesday, September 05, 2006",DET
2006,"Wednesday, September 06, 2006",DET
2006,"Thursday, September 07, 2006",DET
2006,"Friday, September 08, 2006",DET
2006,"Saturday, September 09, 2006",DET
2006,"Sunday, September 10, 2006",DET
2006,"Monday, September 11, 2006",DET
2006,"Tuesday, September 12, 2006",DET
2006,"Wednesday, September 13, 2006",DET
2006,"Thursday, September 14, 2006",DET
2006,"Friday, September 15, 2006",DET
2006,"Saturday, September 16, 2006",DET
2006,"Sunday, September 17, 2006",DET
2006,"Monday, September 18, 2006",DET
2006,"Tuesday, September 19, 2006",DET
2006,"Wednesday, September 20, 2006",DET
2006,"Thursday, September 21, 2006",DET
2006,"Friday, September 22, 2006",DET
2006,"Saturday, September 23, 2006",DET
2006,"Sunday, September 24, 2006",DET
2006,"Monday, September 25, 2006",DET
2006,"Tuesday, September 26, 2006",DET
2006,"Wednesday, September 27, 2006",DET
2006,"Thursday, September 28, 2006",DET
2006,"Friday, September 29, 2006",DET
2006,"Saturday, September 30, 2006",DET
2006,"Sunday, October 01, 2006",DET
2006,"Monday, October 02, 2006",DET
2006,"Tuesday, October 03, 2006",DET
2006,"Wednesday, October 04, 2006",DET
2006,"Thursday, October 05, 2006",DET
2006,"Friday, October 06, 2006",DET
2006,"Saturday, October 07, 2006",DET
2006,"Sunday, October 08, 2006",DET
2006,"Monday, October 09, 2006",DET
2006,"Tuesday, October 10, 2006",DET
2005,"Sunday, March 20, 2005",DET
2005,"Monday, March 21, 2005",DET
2005,"Tuesday, March 22, 2005",DET
2005,"Wednesday, March 23, 2005",DET
2005,"Thursday, March 24, 2005",DET
2005,"Friday, March 25, 2005",DET
2005,"Saturday, March 26, 2005",DET
2005,"Sunday, March 27, 2005",DET
2005,"Monday, March 28, 2005",DET
2005,"Tuesday, March 29, 2005",DET
2005,"Wednesday, March 30, 2005",DET
2005,"Thursday, March 31, 2005",DET
2005,"Friday, April 01, 2005",DET
2005,"Saturday, April 02, 2005",DET
2005,"Sunday, April 03, 2005",DET
2005,"Monday, April 04, 2005",DET
2005,"Tuesday, April 05, 2005",DET
2005,"Wednesday, April 06, 2005",DET
2005,"Thursday, April 07, 2005",DET
2005,"Friday, April 08, 2005",DET
2005,"Saturday, April 09, 2005",DET
2005,"Sunday, April 10, 2005",DET
2005,"Monday, April 11, 2005",DET
2005,"Tuesday, April 12, 2005",DET
2005,"Wednesday, April 13, 2005",DET
2005,"Thursday, April 14, 2005",DET
2005,"Friday, April 15, 2005",DET
2005,"Saturday, April 16, 2005",DET
2005,"Sunday, April 17, 2005",DET
2005,"Monday, April 18, 2005",DET
2005,"Tuesday, April 19, 2005",DET
2005,"Wednesday, April 20, 2005",DET
2005,"Thursday, April 21, 2005",DET
2005,"Friday, April 22, 2005",DET
2005,"Saturday, April 23, 2005",DET
2005,"Sunday, April 24, 2005",DET
2005,"Monday, April 25, 2005",DET
2005,"Tuesday, April 26, 2005",DET
2005,"Wednesday, April 27, 2005",DET
2005,"Thursday, April 28, 2005",DET
2005,"Friday, April 29, 2005",DET
2005,"Saturday, April 30, 2005",DET
2005,"Sunday, May 01, 2005",DET
2005,"Monday, May 02, 2005",DET
2005,"Tuesday, May 03, 2005",DET
2005,"Wednesday, May 04, 2005",DET
2005,"Thursday, May 05, 2005",DET
2005,"Friday, May 06, 2005",DET
2005,"Saturday, May 07, 2005",DET
2005,"Sunday, May 08, 2005",DET
2005,"Monday, May 09, 2005",DET
2005,"Tuesday, May 10, 2005",DET
2005,"Wednesday, May 11, 2005",DET
2005,"Thursday, May 12, 2005",DET
2005,"Friday, May 13, 2005",DET
2005,"Saturday, May 14, 2005",DET
2005,"Sunday, May 15, 2005",DET
2005,"Monday, May 16, 2005",DET
2005,"Tuesday, May 17, 2005",DET
2005,"Wednesday, May 18, 2005",DET
2005,"Thursday, May 19, 2005",DET
2005,"Friday, May 20, 2005",DET
2005,"Saturday, May 21, 2005",DET
2005,"Sunday, May 22, 2005",DET
2005,"Monday, May 23, 2005",DET
2005,"Tuesday, May 24, 2005",DET
2005,"Wednesday, May 25, 2005",DET
2005,"Thursday, May 26, 2005",DET
2005,"Friday, May 27, 2005",DET
2005,"Saturday, May 28, 2005",DET
2005,"Sunday, May 29, 2005",DET
2005,"Monday, May 30, 2005",DET
2005,"Tuesday, May 31, 2005",DET
2005,"Wednesday, June 01, 2005",DET
2005,"Thursday, June 02, 2005",DET
2005,"Friday, June 03, 2005",DET
2005,"Saturday, June 04, 2005",DET
2005,"Sunday, June 05, 2005",DET
2005,"Monday, June 06, 2005",DET
2005,"Tuesday, June 07, 2005",DET
2005,"Wednesday, June 08, 2005",DET
2005,"Thursday, June 09, 2005",DET
2005,"Friday, June 10, 2005",DET
2005,"Saturday, June 11, 2005",DET
2005,"Sunday, June 12, 2005",DET
2005,"Monday, June 13, 2005",DET
2005,"Tuesday, June 14, 2005",DET
2005,"Wednesday, June 15, 2005",DET
2005,"Thursday, June 16, 2005",DET
2005,"Friday, June 17, 2005",DET
2005,"Saturday, June 18, 2005",DET
2005,"Sunday, June 19, 2005",DET
2005,"Monday, June 20, 2005",DET
2005,"Tuesday, June 21, 2005",DET
2005,"Wednesday, June 22, 2005",DET
2005,"Thursday, June 23, 2005",DET
2005,"Friday, June 24, 2005",DET
2005,"Saturday, June 25, 2005",DET
2005,"Sunday, June 26, 2005",DET
2005,"Monday, June 27, 2005",DET
2005,"Tuesday, June 28, 2005",DET
2005,"Wednesday, June 29, 2005",DET
2005,"Thursday, June 30, 2005",DET
2005,"Friday, July 01, 2005",DET
2005,"Saturday, July 02, 2005",DET
2005,"Sunday, July 03, 2005",DET
2005,"Monday, July 04, 2005",DET
2005,"Tuesday, July 05, 2005",DET
2005,"Wednesday, July 06, 2005",DET
2005,"Thursday, July 07, 2005",DET
2005,"Friday, July 08, 2005",DET
2005,"Saturday, July 09, 2005",DET
2005,"Sunday, July 10, 2005",DET
2005,"Monday, July 11, 2005",DET
2005,"Tuesday, July 12, 2005",DET
2005,"Wednesday, July 13, 2005",DET
2005,"Thursday, July 14, 2005",DET
2005,"Friday, July 15, 2005",DET
2005,"Saturday, July 16, 2005",DET
2005,"Sunday, July 17, 2005",DET
2005,"Monday, July 18, 2005",DET
2005,"Tuesday, July 19, 2005",DET
2005,"Wednesday, July 20, 2005",DET
2005,"Thursday, July 21, 2005",DET
2005,"Friday, July 22, 2005",DET
2005,"Saturday, July 23, 2005",DET
2005,"Sunday, July 24, 2005",DET
2005,"Monday, July 25, 2005",DET
2005,"Tuesday, July 26, 2005",DET
2005,"Wednesday, July 27, 2005",DET
2005,"Thursday, July 28, 2005",DET
2005,"Friday, July 29, 2005",DET
2005,"Saturday, July 30, 2005",DET
2005,"Sunday, July 31, 2005",DET
2005,"Monday, August 01, 2005",DET
2005,"Tuesday, August 02, 2005",DET
2005,"Wednesday, August 03, 2005",DET
2005,"Thursday, August 04, 2005",DET
2005,"Friday, August 05, 2005",DET
2005,"Saturday, August 06, 2005",DET
2005,"Sunday, August 07, 2005",DET
2005,"Monday, August 08, 2005",DET
2005,"Tuesday, August 09, 2005",DET
2005,"Wednesday, August 10, 2005",DET
2005,"Thursday, August 11, 2005",DET
2005,"Friday, August 12, 2005",DET
2005,"Saturday, August 13, 2005",DET
2005,"Sunday, August 14, 2005",DET
2005,"Monday, August 15, 2005",DET
2005,"Tuesday, August 16, 2005",DET
2005,"Wednesday, August 17, 2005",DET
2005,"Thursday, August 18, 2005",DET
2005,"Friday, August 19, 2005",DET
2005,"Saturday, August 20, 2005",DET
2005,"Sunday, August 21, 2005",DET
2005,"Monday, August 22, 2005",DET
2005,"Tuesday, August 23, 2005",DET
2005,"Wednesday, August 24, 2005",DET
2005,"Thursday, August 25, 2005",DET
2005,"Friday, August 26, 2005",DET
2005,"Saturday, August 27, 2005",DET
2005,"Sunday, August 28, 2005",DET
2005,"Monday, August 29, 2005",DET
2005,"Tuesday, August 30, 2005",DET
2005,"Wednesday, August 31, 2005",DET
2005,"Thursday, September 01, 2005",DET
2005,"Friday, September 02, 2005",DET
2005,"Saturday, September 03, 2005",DET
2005,"Sunday, September 04, 2005",DET
2005,"Monday, September 05, 2005",DET
2005,"Tuesday, September 06, 2005",DET
2005,"Wednesday, September 07, 2005",DET
2005,"Thursday, September 08, 2005",DET
2005,"Friday, September 09, 2005",DET
2005,"Saturday, September 10, 2005",DET
2005,"Sunday, September 11, 2005",DET
2005,"Monday, September 12, 2005",DET
2005,"Tuesday, September 13, 2005",DET
2005,"Wednesday, September 14, 2005",DET
2005,"Thursday, September 15, 2005",DET
2005,"Friday, September 16, 2005",DET
2005,"Saturday, September 17, 2005",DET
2005,"Sunday, September 18, 2005",DET
2005,"Monday, September 19, 2005",DET
2005,"Tuesday, September 20, 2005",DET
2005,"Wednesday, September 21, 2005",DET
2005,"Thursday, September 22, 2005",DET
2005,"Friday, September 23, 2005",DET
2005,"Saturday, September 24, 2005",DET
2005,"Sunday, September 25, 2005",DET
2005,"Monday, September 26, 2005",DET
2005,"Tuesday, September 27, 2005",DET
2005,"Wednesday, September 28, 2005",DET
2005,"Thursday, September 29, 2005",DET
2005,"Friday, September 30, 2005",DET
2005,"Saturday, October 01, 2005",DET
2005,"Sunday, October 02, 2005",DET
2005,"Monday, October 03, 2005",DET
2005,"Tuesday, October 04, 2005",DET
2005,"Wednesday, October 05, 2005",DET
2005,"Thursday, October 06, 2005",DET
2005,"Friday, October 07, 2005",DET
2005,"Saturday, October 08, 2005",DET
2005,"Sunday, October 09, 2005",DET
2005,"Monday, October 10, 2005",DET
2004,"Saturday, March 20, 2004",DET
2004,"Sunday, March 21, 2004",DET
2004,"Monday, March 22, 2004",DET
2004,"Tuesday, March 23, 2004",DET
2004,"Wednesday, March 24, 2004",DET
2004,"Thursday, March 25, 2004",DET
2004,"Friday, March 26, 2004",DET
2004,"Saturday, March 27, 2004",DET
2004,"Sunday, March 28, 2004",DET
2004,"Monday, March 29, 2004",DET
2004,"Tuesday, March 30, 2004",DET
2004,"Wednesday, March 31, 2004",DET
2004,"Thursday, April 01, 2004",DET
2004,"Friday, April 02, 2004",DET
2004,"Saturday, April 03, 2004",DET
2004,"Sunday, April 04, 2004",DET
2004,"Monday, April 05, 2004",DET
2004,"Tuesday, April 06, 2004",DET
2004,"Wednesday, April 07, 2004",DET
2004,"Thursday, April 08, 2004",DET
2004,"Friday, April 09, 2004",DET
2004,"Saturday, April 10, 2004",DET
2004,"Sunday, April 11, 2004",DET
2004,"Monday, April 12, 2004",DET
2004,"Tuesday, April 13, 2004",DET
2004,"Wednesday, April 14, 2004",DET
2004,"Thursday, April 15, 2004",DET
2004,"Friday, April 16, 2004",DET
2004,"Saturday, April 17, 2004",DET
2004,"Sunday, April 18, 2004",DET
2004,"Monday, April 19, 2004",DET
2004,"Tuesday, April 20, 2004",DET
2004,"Wednesday, April 21, 2004",DET
2004,"Thursday, April 22, 2004",DET
2004,"Friday, April 23, 2004",DET
2004,"Saturday, April 24, 2004",DET
2004,"Sunday, April 25, 2004",DET
2004,"Monday, April 26, 2004",DET
2004,"Tuesday, April 27, 2004",DET
2004,"Wednesday, April 28, 2004",DET
2004,"Thursday, April 29, 2004",DET
2004,"Friday, April 30, 2004",DET
2004,"Saturday, May 01, 2004",DET
2004,"Sunday, May 02, 2004",DET
2004,"Monday, May 03, 2004",DET
2004,"Tuesday, May 04, 2004",DET
2004,"Wednesday, May 05, 2004",DET
2004,"Thursday, May 06, 2004",DET
2004,"Friday, May 07, 2004",DET
2004,"Saturday, May 08, 2004",DET
2004,"Sunday, May 09, 2004",DET
2004,"Monday, May 10, 2004",DET
2004,"Tuesday, May 11, 2004",DET
2004,"Wednesday, May 12, 2004",DET
2004,"Thursday, May 13, 2004",DET
2004,"Friday, May 14, 2004",DET
2004,"Saturday, May 15, 2004",DET
2004,"Sunday, May 16, 2004",DET
2004,"Monday, May 17, 2004",DET
2004,"Tuesday, May 18, 2004",DET
2004,"Wednesday, May 19, 2004",DET
2004,"Thursday, May 20, 2004",DET
2004,"Friday, May 21, 2004",DET
2004,"Saturday, May 22, 2004",DET
2004,"Sunday, May 23, 2004",DET
2004,"Monday, May 24, 2004",DET
2004,"Tuesday, May 25, 2004",DET
2004,"Wednesday, May 26, 2004",DET
2004,"Thursday, May 27, 2004",DET
2004,"Friday, May 28, 2004",DET
2004,"Saturday, May 29, 2004",DET
2004,"Sunday, May 30, 2004",DET
2004,"Monday, May 31, 2004",DET
2004,"Tuesday, June 01, 2004",DET
2004,"Wednesday, June 02, 2004",DET
2004,"Thursday, June 03, 2004",DET
2004,"Friday, June 04, 2004",DET
2004,"Saturday, June 05, 2004",DET
2004,"Sunday, June 06, 2004",DET
2004,"Monday, June 07, 2004",DET
2004,"Tuesday, June 08, 2004",DET
2004,"Wednesday, June 09, 2004",DET
2004,"Thursday, June 10, 2004",DET
2004,"Friday, June 11, 2004",DET
2004,"Saturday, June 12, 2004",DET
2004,"Sunday, June 13, 2004",DET
2004,"Monday, June 14, 2004",DET
2004,"Tuesday, June 15, 2004",DET
2004,"Wednesday, June 16, 2004",DET
2004,"Thursday, June 17, 2004",DET
2004,"Friday, June 18, 2004",DET
2004,"Saturday, June 19, 2004",DET
2004,"Sunday, June 20, 2004",DET
2004,"Monday, June 21, 2004",DET
2004,"Tuesday, June 22, 2004",DET
2004,"Wednesday, June 23, 2004",DET
2004,"Thursday, June 24, 2004",DET
2004,"Friday, June 25, 2004",DET
2004,"Saturday, June 26, 2004",DET
2004,"Sunday, June 27, 2004",DET
2004,"Monday, June 28, 2004",DET
2004,"Tuesday, June 29, 2004",DET
